01-01 00:00:07.974 I/BOOT    (  154): MSM target 'msm8960', SoC 'Surf', HwID '109', SoC ver '65536' 
01-02 13:00:00.840 I/qrngd   (  217): qrngd has started:
01-02 13:00:00.840 I/qrngd   (  217): Reading device:'/dev/hw_random' updating entropy for device:'/dev/random'
01-02 13:00:00.880 I/qcom-bluetooth(  222): /system/etc/init.qcom.bt.sh: init.qcom.bt.sh config = onboot 
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16250 successful
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16110 successful
01-02 00:00:09.658 I/OMXNodeInstance(  212): OMX_FreeBuffer for buffer header 0xb7a16038 successful
01-02 00:00:09.939 V/MediaScanner(  886): pruneDeadThumbnailFiles... android.database.sqlite.SQLiteCursor@41a3d360
01-02 00:00:09.939 V/MediaScanner(  886): /pruneDeadThumbnailFiles... android.database.sqlite.SQLiteCursor@41a3d360
01-02 00:00:10.039 E/PRDrmPlugIn(  211): PRDrmPlugin::onInitialize, uniqueId = 620
01-02 00:00:10.039 E/PRDrmPlugIn(  211): PRDrmPlugin::onSetOnInfoListener: uniqueId = 620
01-02 00:00:10.049 V/MmsConfig( 1307): mnc/mcc: 
01-02 00:00:10.049 V/MmsConfig( 1307): tag: bool value: enabledMMS - true
01-02 00:00:10.049 V/MmsConfig( 1307): tag: int value: maxMessageSize - 307200
01-02 00:00:10.049 V/MmsConfig( 1307): tag: int value: maxImageHeight - 480
01-02 00:00:10.049 V/MmsConfig( 1307): tag: int value: maxImageWidth - 640
01-02 00:00:10.049 V/MmsConfig( 1307): tag: int value: defaultSMSMessagesPerThread - 10000
01-02 00:00:10.049 V/MmsConfig( 1307): tag: int value: defaultMMSMessagesPerThread - 1000
01-02 00:00:10.049 V/MmsConfig( 1307): tag: int value: minMessageCountPerThread - 10
01-02 00:00:10.049 V/MmsConfig( 1307): tag: int value: maxMessageCountPerThread - 5000
01-02 00:00:10.059 V/MmsConfig( 1307): tag: string value: uaProfUrl - http://www.google.com/oha/rdf/ua-profile-kila.xml
01-02 00:00:10.059 V/MmsConfig( 1307): tag: int value: recipientLimit - -1
01-02 00:00:10.059 V/MmsConfig( 1307): tag: bool value: enableMultipartSMS - true
01-02 00:00:10.059 V/MmsConfig( 1307): tag: int value: smsToMmsTextThreshold - -1
01-02 00:00:10.059 V/MmsConfig( 1307): tag: bool value: enableSlideDuration - true
01-02 00:00:10.059 V/MmsConfig( 1307): tag: int value: maxMessageTextSize - -1
01-02 00:00:10.089 D/MmsSystemEventReceiver( 1307): wakeUpService: start service ...
01-02 00:00:10.089 D/MmsSystemEventReceiver( 1307): wakeUpService: start service ...
01-02 00:00:10.099 D/TransactionService( 1307): onStartCommand(): E
01-02 00:00:10.099 D/TransactionService( 1307): incRefCount() mRef=1
01-02 00:00:10.099 D/TransactionService( 1307): onStartCommand(): E
01-02 00:00:10.099 D/TransactionService( 1307): incRefCount() mRef=2
01-02 00:00:10.109 D/TransactionService( 1307): Handling incoming message: { when=0 what=5 arg1=1 obj=Intent { cmp=com.android.mms/.transaction.TransactionService } target=com.android.mms.transaction.TransactionService$ServiceHandler } = EVENT_NEW_INTENT
01-02 00:00:10.119 D/Mms:app ( 1307): cancelNotification
01-02 00:00:10.119 D/TransactionService( 1307): onNewIntent: serviceId: 1: null intent=Intent { cmp=com.android.mms/.transaction.TransactionService }
01-02 00:00:10.119 D/TransactionService( 1307):     networkAvailable=false
01-02 00:00:10.129 E/PRDrmPlugIn(  211): PRDrmPlugin::onInitialize, uniqueId = 3357
01-02 00:00:10.129 E/PRDrmPlugIn(  211): PRDrmPlugin::onSetOnInfoListener: uniqueId = 3357
01-02 00:00:10.129 D/TransactionService( 1307): Cursor= >>>>> Dumping cursor android.content.ContentResolver$CursorWrapperInner@4195bdc0
01-02 00:00:10.129 D/TransactionService( 1307): <<<<<
01-02 00:00:10.129 D/TransactionService( 1307): onNewIntent: cursor.count=0 action=null
01-02 00:00:10.129 D/TransactionService( 1307): onNewIntent: no pending messages. Stopping service.
01-02 00:00:10.139 V/TransactionService( 1307): CleanUpIfIdle: txnServ is idle
01-02 00:00:10.139 D/TransactionService( 1307): removeNotification, txnId=init
01-02 00:00:10.139 D/TransactionService( 1307): removeNotification, currentDds=0
01-02 00:00:10.139 D/TransactionService( 1307): removeNotification(), found init = null
01-02 00:00:10.139 D/TransactionService( 1307): decRefCount() mRef=1
01-02 00:00:10.139 D/TransactionService( 1307): Handling incoming message: { when=-41ms what=5 arg1=2 obj=Intent { cmp=com.android.mms/.transaction.TransactionService } target=com.android.mms.transaction.TransactionService$ServiceHandler } = EVENT_NEW_INTENT
01-02 00:00:10.149 D/TransactionService( 1307): onNewIntent: serviceId: 2: null intent=Intent { cmp=com.android.mms/.transaction.TransactionService }
01-02 00:00:10.149 D/TransactionService( 1307):     networkAvailable=false
01-02 00:00:10.149 D/TransactionService( 1307): Cursor= >>>>> Dumping cursor android.content.ContentResolver$CursorWrapperInner@419625f8
01-02 00:00:10.149 D/TransactionService( 1307): <<<<<
01-02 00:00:10.159 D/TransactionService( 1307): onNewIntent: cursor.count=0 action=null
01-02 00:00:10.159 D/TransactionService( 1307): onNewIntent: no pending messages. Stopping service.
01-02 00:00:10.159 V/TransactionService( 1307): CleanUpIfIdle: txnServ is idle
01-02 00:00:10.159 D/TransactionService( 1307): removeNotification, txnId=init
01-02 00:00:10.159 D/TransactionService( 1307): removeNotification, currentDds=0
01-02 00:00:10.159 D/TransactionService( 1307): removeNotification(), found init = null
01-02 00:00:10.159 D/TransactionService( 1307): decRefCount() mRef=0
01-02 00:00:10.489 I/CalendarProvider2( 1253): Sending notification intent: Intent { act=android.intent.action.PROVIDER_CHANGED dat=content://com.android.calendar }
01-02 00:00:10.489 W/ContentResolver( 1253): Failed to get type for: content://com.android.calendar (Unknown URL content://com.android.calendar)
01-02 00:00:10.509 D/MmsSmsDatabaseHelper(  933): [MmsSmsDb] tableName: threads hasAutoIncrement: CREATE TABLE threads (_id INTEGER PRIMARY KEY AUTOINCREMENT,date INTEGER DEFAULT 0,message_count INTEGER DEFAULT 0,recipient_ids TEXT,snippet TEXT,snippet_cs INTEGER DEFAULT 0,read INTEGER DEFAULT 1,type INTEGER DEFAULT 0,error INTEGER DEFAULT 0,has_attachment INTEGER DEFAULT 0) result: true
01-02 00:00:10.509 D/MmsSmsDatabaseHelper(  933): [MmsSmsDb] tableName: canonical_addresses hasAutoIncrement: CREATE TABLE canonical_addresses (_id INTEGER PRIMARY KEY AUTOINCREMENT,address TEXT) result: true
01-02 00:00:10.509 D/MmsSmsDatabaseHelper(  933): [MmsSmsDb] tableName: part hasAutoIncrement: CREATE TABLE part (_id INTEGER PRIMARY KEY AUTOINCREMENT,mid INTEGER,seq INTEGER DEFAULT 0,ct TEXT,name TEXT,chset INTEGER,cd TEXT,fn TEXT,cid TEXT,cl TEXT,ctt_s INTEGER,ctt_t TEXT,_data TEXT,text TEXT) result: true
01-02 00:00:10.519 D/MmsSmsDatabaseHelper(  933): [MmsSmsDb] tableName: pdu hasAutoIncrement: CREATE TABLE pdu (_id INTEGER PRIMARY KEY AUTOINCREMENT,thread_id INTEGER,date INTEGER,date_sent INTEGER DEFAULT 0,msg_box INTEGER,read INTEGER DEFAULT 0,m_id TEXT,sub TEXT,sub_cs INTEGER,ct_t TEXT,ct_l TEXT,exp INTEGER,m_cls TEXT,m_type INTEGER,v INTEGER,m_size INTEGER,pri INTEGER,rr INTEGER,rpt_a INTEGER,resp_st INTEGER,st INTEGER,tr_id TEXT,retr_st INTEGER,retr_txt TEXT,retr_txt_cs INTEGER,read_status INTEGER,ct_cls INTEGER,resp_txt TEXT,d_tm INTEGER,d_rpt INTEGER,locked INTEGER DEFAULT 0,seen INTEGER DEFAULT 0,text_only INTEGER DEFAULT 0,sub_id INTEGER DEFAULT 0) result: true
01-02 00:00:10.519 D/MmsSmsDatabaseHelper(  933): [getWritableDatabase] hasAutoIncrementThreads: true hasAutoIncrementAddresses: true hasAutoIncrementPart: true hasAutoIncrementPdu: true
01-02 00:00:10.549 D/Mms:app ( 1307): cancelNotification
01-02 00:00:10.589 E/jdwp    ( 1339): Failed sending reply to debugger: Broken pipe
01-02 00:00:10.589 D/dalvikvm( 1339): Debugger has detached; object registry had 1 entries
01-02 00:00:10.609 V/OneTimeInitializerRece( 1339): OneTimeInitializerReceiver.onReceive
01-02 00:00:10.829 D/CABL    ( 1367): PostProc daemon status: running
01-02 00:00:10.849 D/CABL    ( 1367): Connected to the daemon socket
01-02 00:00:10.849 D/CABL    ( 1367): Bootup: CABL state is:true
01-02 00:00:10.849 D/CABL    ( 1367): Starting CABL at bootup
01-02 00:00:10.880 D/CABL    ( 1367): PostProc Daemon sent: Success
01-02 00:00:10.880 D/CABL    ( 1367): Matching expected outcome Success with response from daemon Success
01-02 00:00:11.000 D/ExtensionsFactory( 1387): No custom extensions.
01-02 00:00:11.000 D/AlertReceiver( 1387): onReceive: a=android.intent.action.BOOT_COMPLETED Intent { act=android.intent.action.BOOT_COMPLETED flg=0x8000010 cmp=com.android.calendar/.alerts.AlertReceiver (has extras) }
01-02 00:00:11.010 D/AlertService( 1387): 0 Action = android.intent.action.BOOT_COMPLETED
01-02 00:00:11.010 D/AlertService( 1387): Scheduling next alarm with AlarmScheduler. sEventReminderReceived: null
01-02 00:00:11.030 D/AlarmScheduler( 1387): No events found starting within 1 week.
01-02 00:00:13.072 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:17.076 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:19.768 D/SurfaceFlinger(  209): Screen released, type=0 flinger=0xb85cb450
01-02 00:00:19.778 D/qdhwcomposer(  209): hwc_blank: Blanking display: 0
01-02 00:00:19.788 V/KeyguardServiceDelegate(  733): onScreenTurnedOn(showListener = com.android.internal.policy.impl.PhoneWindowManager$20@41a10738)
01-02 00:00:19.878 D/qdhwcomposer(  209): hwc_blank: Done blanking display: 0
01-02 00:00:19.878 D/SurfaceControl(  733): Excessive delay in blankDisplay() while turning screen off: 108ms
01-02 00:00:19.908 V/AudioHardwareALSA(  212): virtual android::status_t android_audio_legacy::AudioHardwareALSA::setParameters(const android::String8&)() ,screen_state=on
01-02 00:00:19.968 V/KeyguardServiceDelegate(  733): **** SHOWN CALLED ****
01-02 00:00:20.028 V/AudioHardwareALSA(  212): virtual android::status_t android_audio_legacy::AudioHardwareALSA::setParameters(const android::String8&)() ,screen_state=off
01-02 00:00:20.038 V/KeyguardHostView(  795): Initial transport state: 1, pbstate=0
01-02 00:00:20.109 D/dalvikvm(  733): GC_FOR_ALLOC freed 1928K, 50% free 5562K/10988K, paused 47ms, total 47ms
01-02 00:00:20.249 D/dalvikvm(  795): GC_FOR_ALLOC freed 4598K, 41% free 8365K/14060K, paused 31ms, total 31ms
01-02 00:00:20.309 V/KeyguardHostView(  795): music state changed: 0
01-02 00:00:21.069 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:24.082 D/CellBroadcastReceiver( 1442): onReceive Intent { act=android.intent.action.BOOT_COMPLETED flg=0x8000010 cmp=com.android.cellbroadcastreceiver/.CellBroadcastReceiver (has extras) }
01-02 00:00:24.082 D/CellBroadcastReceiver( 1442): Registering for ServiceState updates
01-02 00:00:24.122 D/CellBroadcastReceiver( 1442): Service state changed! 1 Full: 1 1 home null null null  Unknown Unknown CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=false
01-02 00:00:24.373 D/dalvikvm(  210): GC_EXPLICIT freed 42K, 76% free 2711K/10988K, paused 5ms+5ms, total 197ms
01-02 00:00:24.433 D/dalvikvm(  210): GC_EXPLICIT freed <1K, 76% free 2711K/10988K, paused 4ms+2ms, total 58ms
01-02 00:00:24.453 D/dalvikvm(  210): GC_EXPLICIT freed <1K, 76% free 2711K/10988K, paused 1ms+1ms, total 19ms
01-02 00:00:24.483 V/AlarmClock( 1456): AlarmInitReceiver android.intent.action.BOOT_COMPLETED
01-02 00:00:24.523 V/AlarmClock( 1456): AlarmInitReceiver - Reset timers and clear stopwatch data
01-02 00:00:24.543 I/AlarmClock( 1456): Displaying next alarm time: ''
01-02 00:00:24.553 V/AlarmClock( 1456): AlarmInitReceiver finished
01-02 00:00:24.583 E/jdwp    ( 1476): Failed sending reply to debugger: Broken pipe
01-02 00:00:24.583 D/dalvikvm( 1476): Debugger has detached; object registry had 1 entries
01-02 00:00:24.743 D/EmailBroadcastReceiver( 1476): Received android.intent.action.BOOT_COMPLETED
01-02 00:00:25.003 I/Email   ( 1476): Observing account changes for notifications
01-02 00:00:25.073 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:25.103 I/LauncherIconVisibilityManager(  902): Boot has been completed
01-02 00:00:25.103 I/LauncherIconVisibilityManager(  902): Activity has already been disabled: ComponentInfo{com.android.inputmethod.latin/com.android.inputmethod.latin.setup.SetupActivity}
01-02 00:00:25.163 D/AIDL    ( 1512):  QrcsImsSettingsBootReceiver START RCS SERVICE ON BOOTUP
01-02 00:00:25.163 D/QrcsImsSettingsBootReceiver( 1512): Start Service on Boot Up call
01-02 00:00:25.163 D/QrcsImsSettingsBootReceiver( 1512): End Service on Boot Up call
01-02 00:00:25.163 I/QrcsImsSettingsService( 1512): Loading Presence libraries 
01-02 00:00:25.173 D/dalvikvm( 1512): No JNI_OnLoad found in /system/lib/libidl.so 0x4190d490, skipping init
01-02 00:00:25.173 D/dalvikvm( 1512): No JNI_OnLoad found in /system/lib/libcutils.so 0x4190d490, skipping init
01-02 00:00:25.183 D/dalvikvm( 1512): No JNI_OnLoad found in /system/lib/libqmiservices.so 0x4190d490, skipping init
01-02 00:00:25.193 D/dalvikvm( 1512): No JNI_OnLoad found in /system/lib/libqmi_client_qmux.so 0x4190d490, skipping init
01-02 00:00:25.193 D/dalvikvm( 1512): No JNI_OnLoad found in /vendor/lib/libqmi_cci.so 0x4190d490, skipping init
01-02 00:00:25.203 D/dalvikvm( 1512): No JNI_OnLoad found in /vendor/lib/lib-imss.so 0x4190d490, skipping init
01-02 00:00:25.213 D/aks     ( 1512):  jni JNI_OnLoad start 
01-02 00:00:25.213 I/QrcsImsSettingsService( 1512): OnCreate()
01-02 00:00:25.244 D/BluetoothAdapter( 1047): 1100057960: getState() :  mService = null. Returning STATE_OFF
01-02 00:00:25.264 V/SmsReceiverService( 1307): onStart: #1 mResultCode: -1 = Activity.RESULT_OK
01-02 00:00:25.294 D/AlertReceiver( 1387): onReceive: a=android.intent.action.PROVIDER_CHANGED Intent { act=android.intent.action.PROVIDER_CHANGED dat=content://com.android.calendar flg=0x10 cmp=com.android.calendar/.alerts.AlertReceiver }
01-02 00:00:25.304 D/AlertService( 1387): 0 Action = android.intent.action.PROVIDER_CHANGED
01-02 00:00:29.077 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:29.127 V/KeyguardServiceDelegate(  733): onScreenTurnedOn(showListener = com.android.internal.policy.impl.PhoneWindowManager$20@41b07830)
01-02 00:00:29.167 V/AudioHardwareALSA(  212): virtual android::status_t android_audio_legacy::AudioHardwareALSA::setParameters(const android::String8&)() ,screen_state=on
01-02 00:00:29.227 V/KeyguardServiceDelegate(  733): **** SHOWN CALLED ****
01-02 00:00:29.237 D/PowerManagerService-JNI(  733): Excessive delay in autosuspend_disable() while turning screen on: 118ms
01-02 00:00:29.237 I/QCOM PowerHAL(  733): Perflock released.
01-02 00:00:29.247 D/SurfaceFlinger(  209): Screen acquired, type=0 flinger=0xb85cb450
01-02 00:00:29.247 D/qdhwcomposer(  209): hwc_blank: Unblanking display: 0
01-02 00:00:29.558 D/qdhwcomposer(  209): hwc_blank: Done unblanking display: 0
01-02 00:00:29.568 D/SurfaceControl(  733): Excessive delay in unblankDisplay() while turning screen on: 323ms
01-02 00:00:30.298 I/GlobalDismissManager( 1387): no sender configured
01-02 00:00:30.298 D/AlertService( 1387): Beginning updateAlertNotification
01-02 00:00:30.328 D/AlertService( 1387): No fired or scheduled alerts
01-02 00:00:30.369 D/AlertService( 1387): Scheduling next alarm with AlarmScheduler. sEventReminderReceived: null
01-02 00:00:30.379 D/AlarmScheduler( 1387): No events found starting within 1 week.
01-02 00:00:33.081 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:37.085 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:37.085 W/QCNEJ   (  733): |CORE:COM:RCVR| Couldn't find 'cnd' socket after 8 times, continuing to retry silently
01-02 00:00:39.577 D/SurfaceFlinger(  209): Screen released, type=0 flinger=0xb85cb450
01-02 00:00:39.588 D/qdhwcomposer(  209): hwc_blank: Blanking display: 0
01-02 00:00:39.618 V/AudioHardwareALSA(  212): virtual android::status_t android_audio_legacy::AudioHardwareALSA::setParameters(const android::String8&)() ,screen_state=off
01-02 00:00:39.628 V/KeyguardHostView(  795): Initial transport state: 1, pbstate=0
01-02 00:00:39.648 D/qdhwcomposer(  209): hwc_blank: Done blanking display: 0
01-02 00:00:39.768 D/dalvikvm(  733): GC_FOR_ALLOC freed 2016K, 50% free 5593K/10988K, paused 91ms, total 92ms
01-02 00:00:39.828 D/dalvikvm(  795): GC_FOR_ALLOC freed 2168K, 42% free 8245K/14060K, paused 20ms, total 20ms
01-02 00:00:39.928 V/KeyguardHostView(  795): music state changed: 0
01-02 00:00:41.019 D/InitAlarmsService( 1387): Clearing and rescheduling alarms.
01-02 00:00:41.079 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:45.083 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:49.077 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:53.081 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:54.032 E/QCALOG  (  385): [MessageQ] ProcessNewMessage: [LOWI-SERVER] unknown deliver target [OS-Agent]
01-02 00:00:57.085 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:00:58.076 W/OSAL    (  335): CIGSDManager::virtual void CIGSDManager::maintenanceRequest()() Maintenance completed successfully
01-02 00:00:58.076 E/OSAL    (  335): alarm_service_connect: connect failed: No such file or directory
01-02 00:00:58.076 E/OSAL    (  335): alarm_send_wakeup_time: Invalid socket -1
01-02 00:01:01.088 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:01:05.092 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:01:07.084 D/ConnectivityServiceHSM(  733): Actual State: DefaultConnectivityState, Current State: DefaultConnectivityState.processMessage what=115
01-02 00:01:08.946 I/MediaFocusControl(  733):  AudioFocus  abandonAudioFocus() from android.media.AudioManager@41911628com.android.music.MediaPlaybackService$3@419104a8
01-02 00:01:09.096 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:01:09.146 V/MusicFXControlPanelReceiver( 1623): onReceive
01-02 00:01:09.146 V/MusicFXControlPanelReceiver( 1623): Action: android.media.action.CLOSE_AUDIO_EFFECT_CONTROL_SESSION
01-02 00:01:09.146 V/MusicFXControlPanelReceiver( 1623): Package name: com.android.music
01-02 00:01:09.146 V/MusicFXControlPanelReceiver( 1623): Audio session: 6
01-02 00:01:09.156 V/MusicFXControlPanelEffect( 1623): closeSession(android.app.ReceiverRestrictedContext@41910128, com.android.music, 6)
01-02 00:01:13.100 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:01:17.104 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:01:21.108 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:01:25.102 I/QCNEJ   (  733): |CORE:COM:RCVR| CNE creating socket
01-02 00:01:26.834 D/dalvikvm(  733): Debugger has detached; object registry had 1 entries
01-02 00:01:26.834 D/dalvikvm(  795): Debugger has detached; object registry had 1 entries
01-02 00:01:26.844 D/dalvikvm(  933): Debugger has detached; object registry had 1 entries
01-02 00:01:26.844 D/dalvikvm(  940): Debugger has detached; object registry had 1 entries
01-02 00:01:26.844 D/dalvikvm(  964): Debugger has detached; object registry had 1 entries
01-02 00:01:26.844 D/dalvikvm( 1024): Debugger has detached; object registry had 1 entries
01-02 00:01:26.864 D/dalvikvm(  902): Debugger has detached; object registry had 1 entries
01-02 00:01:26.864 D/dalvikvm( 1002): Debugger has detached; object registry had 1 entries
01-02 00:01:26.864 D/dalvikvm( 1047): Debugger has detached; object registry had 1 entries
01-02 00:01:26.874 D/dalvikvm( 1087): Debugger has detached; object registry had 1 entries
01-02 00:01:26.874 D/dalvikvm( 1178): Debugger has detached; object registry had 1 entries
01-02 00:01:26.874 D/dalvikvm( 1253): Debugger has detached; object registry had 1 entries
01-02 00:01:26.874 D/dalvikvm( 1307): Debugger has detached; object registry had 1 entries
01-02 00:01:26.874 D/dalvikvm( 1339): Debugger has detached; object registry had 1 entries
01-02 00:01:26.894 D/dalvikvm( 1354): Debugger has detached; object registry had 1 entries
01-02 00:01:26.894 D/dalvikvm( 1367): Debugger has detached; object registry had 1 entries
01-02 00:01:26.894 D/dalvikvm( 1387): Debugger has detached; object registry had 1 entries
01-02 00:01:26.894 D/dalvikvm( 1442): Debugger has detached; object registry had 1 entries
01-02 00:01:26.894 D/dalvikvm( 1456): Debugger has detached; object registry had 1 entries
01-02 00:01:26.894 D/dalvikvm( 1476): Debugger has detached; object registry had 1 entries
01-02 00:01:26.894 D/dalvikvm( 1499): Debugger has detached; object registry had 1 entries
